Tanggal;AF01;AF02;AF03;AF04;AF05;AF06;AF07;AF08;AF09;AF10;AF11;AF12;AF13;AF14;AF15;AF16;AF17;AF18;AF19;AF20;RY01;RY02;RY03
22/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/08/2023;2;3;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/08/2023;19;21;12;19;12;21;17;17;17;9,6;9,6;3,6;3,6;0;3;0;0;0;0;0;0;0;0
25/08/2023;18;21;9;18;9;21;16;16;16;9;9;15;15;0;12;0;0;0;0;0;0;0;0
26/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/09/2023;4;2;2;4;2;2;3,9;3,9;3,9;4,5;4,5;19;19;0;15;0;0;0;0;0;0;0;0
07/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/09/2023;2;0;8;2;8;0;4,5;4,5;4,5;5,5;5,5;9,1;9,1;0;18;0;0;0;0;0;0;0;0
12/09/2023;1;1;0;1;0;1;9;9;9;10;10;8;8;0;7;0;0;0;0;0;0;0;0
13/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/09/2023;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0
15/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/09/2023;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/09/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/10/2023;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;16,5;0;0;0;0;0;0;0;0;0
08/10/2023;90,5;34,5;75;90,5;75;34,5;54;54;54;54,9;54,9;57,5;57,5;7;22,5;0;0;0;0;0;0;0;0
09/10/2023;0;0;0;0;0;0;0;0;0;9,5;9,5;0;0;0;0;0;0;0;0;0;0;0;0
10/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0
17/10/2023;25;21;26;25;26;21;17,5;17,5;17,5;33,5;33,5;63,1;63,1;39;47;0;0;0;0;0;0;0;0
18/10/2023;31;15;54;31;54;15;36;36;36;50;50;36;36;1;10;0;0;0;0;0;0;0;0
19/10/2023;32;45,5;0;32;0;45,5;1;1;1;0;0;0;0;43;1;0;0;0;0;0;0;0;0
20/10/2023;35;8;9;35;9;8;3;3;3;9,5;9,5;21;21;27;8;0;0;0;0;0;0;0;0
21/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/10/2023;20;6;15;20;15;6;8;8;8;30,6;30,6;8;8;21;17;0;0;0;0;0;0;0;0
23/10/2023;0;3;7;0;7;3;31;31;31;50;50;22;22;29;45;0;0;0;0;0;0;0;0
24/10/2023;42;13;15,4;42;15,4;13;21;21;21;49;49;43;43;0;10;0;0;0;0;0;0;0;0
25/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/10/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/10/2023;3,5;0;1,5;3,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/10/2023;6;14;9;6;9;14;10;10;10;24,2;24,2;14;14;47;5;0;0;0;0;0;0;0;0
30/10/2023;0;24;0;0;0;24;8;8;8;0;0;20;20;0;20;0;0;0;0;0;0;0;0
31/10/2023;33;9;13;33;13;9;25;25;25;13,5;13,5;14;14;0;20;0;0;0;0;0;0;0;0
03/11/2023;6;0;3;6;3;0;14;14;14;0;0;12;12;28;10;0;0;0;0;0;0;0;0
04/11/2023;17;4,5;3;17;3;4,5;7;7;7;43,5;43,5;36,1;36,1;44,5;31;0;0;0;0;0;0;0;0
05/11/2023;1;1;0;1;0;1;2;2;2;1,4;1,4;0;0;0;17;0;0;0;0;0;0;0;0
06/11/2023;8;4;12;8;12;4;1;1;1;15,5;15,5;3,1;3,1;2;3;0;0;0;0;0;0;0;0
08/11/2023;0;8,5;3,5;0;3,5;8,5;1;1;1;16,8;16,8;0;0;0;0;0;0;0;0;0;0;0;0
09/11/2023;30;0;9;30;9;0;0;0;0;17,5;17,5;0;0;3,5;0;0;0;0;0;0;0;0;0
11/11/2023;19;8,4;15;19;15;8,4;15,5;15,5;15,5;45,5;45,5;36;36;39,2;47;0;0;0;0;0;0;0;0
12/11/2023;47;52;110;47;110;52;61;61;61;68;68;0;0;56;0;0;0;0;0;0;0;0;0
13/11/2023;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/11/2023;1;6;3;1;3;6;1;1;1;1;1;1;1;0;9;0;0;0;0;0;0;0;0
15/11/2023;0,5;0;2;0,5;2;0;3;3;3;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0
16/11/2023;25;3;3;25;3;3;2,6;2,6;2,6;2,6;2,6;1;1;7;17;0;0;0;0;0;0;0;0
17/11/2023;1;0;5;1;5;0;1,5;1,5;1,5;6,3;6,3;8;8;6,7;10;0;0;0;0;0;0;0;0
19/11/2023;0;11,5;1;0;1;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/11/2023;6;13;7;6;7;13;11;11;11;7,4;7,4;8,5;8,5;11;12;0;0;0;0;0;0;0;0
21/11/2023;0;0;3;0;3;0;0;0;0;0;0;0;0;2,5;4;0;0;0;0;0;0;0;0
22/11/2023;20;77;51;20;51;77;44;44;44;29;29;15;15;6;11;0;0;0;0;0;0;0;0
23/11/2023;6;3;4;6;4;3;2,5;2,5;2,5;10,9;10,9;6,5;6,5;2;0;0;0;0;0;0;0;0;0
24/11/2023;59;84;60;59;60;84;73;73;73;67,5;67,5;58,5;58,5;43;15;0;0;0;0;0;0;0;0
25/11/2023;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
26/11/2023;3;3;3;3;3;3;3;3;3;0;0;3,5;3,5;6;1;0;0;0;0;0;0;0;0
27/11/2023;12;2;0;12;0;2;1;1;1;1;1;9;9;14;10;0;0;0;0;0;0;0;0
28/11/2023;1,5;0;1;1,5;1;0;2;2;2;2;2;7,5;7,5;21;27;0;0;0;0;0;0;0;0
30/11/2023;3,5;10;0;3,5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/12/2023;3;4,5;2;3;2;4,5;5;5;5;5;5;5;5;4;10;0;0;0;0;0;0;0;0
02/12/2023;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/12/2023;27;12;24,5;27;24,5;12;10,4;10,4;10,4;9,4;9,4;6,5;6,5;7,5;9;0;0;0;0;0;0;0;0
04/12/2023;0;0;0;0;0;0;0;0;0;1;1;1,5;1,5;0;2;0;0;0;0;0;0;0;0
05/12/2023;0;0;0;0;0;0;7;7;7;2,5;2,5;1;1;0;0;0;0;0;0;0;0;0;0
06/12/2023;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/12/2023;25;29;59;25;59;29;41;41;41;28,9;28,9;18,5;18,5;29;21;0;0;0;0;0;0;0;0
08/12/2023;4;11,5;3;4;3;11,5;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/12/2023;41;7;8,9;41;8,9;7;31;31;31;0;0;11;11;3;10;0;0;0;0;0;0;0;0
10/12/2023;8;15;12,6;8;12,6;15;8;8;8;10,9;10,9;10;10;17;1;0;0;0;0;0;0;0;0
11/12/2023;0;2;0;0;0;2;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
12/12/2023;11;2;6;11;6;2;3;3;3;0;0;1,5;1,5;0;1;0;0;0;0;0;0;0;0
14/12/2023;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/12/2023;16;30;0;16;0;30;5;5;5;0;0;1;1;3,5;0;0;0;0;0;0;0;0;0
17/12/2023;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
18/12/2023;0;13;20;0;20;13;6;6;6;8,5;8,5;3,5;3,5;6;4;0;0;0;0;0;0;0;0
19/12/2023;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/12/2023;10;23,5;6;10;6;23,5;28;28;28;7;7;3;3;4;5;0;0;0;0;0;0;0;0
21/12/2023;9;30;39;9;39;30;25;25;25;15,7;15,7;14;14;2;6;0;0;0;0;0;0;0;0
22/12/2023;1;11;0;1;0;11;10;10;10;3,2;3,2;1;1;1;0;0;0;0;0;0;0;0;0
23/12/2023;6;0;4;6;4;0;2;2;2;5,5;5,5;10;10;3;0;0;0;0;0;0;0;0;0
24/12/2023;64;65;104,5;64;104,5;65;63;63;63;64,4;64,4;64;64;59;53;0;0;0;0;0;0;0;0
25/12/2023;34;22;50;34;50;22;26;26;26;39,5;39,5;38;38;55;41;0;0;0;0;0;0;0;0
26/12/2023;32;30;23;32;23;30;11;11;11;19,5;19,5;2;2;2;2;0;0;0;0;0;0;0;0
27/12/2023;9;11,5;3;9;3;11,5;6;6;6;4;4;1;1;2;1;0;0;0;0;0;0;0;0
28/12/2023;50;160;110;50;110;160;139;139;139;154;154;87;87;65;90;0;0;0;0;0;0;0;0
29/12/2023;20;50;30;20;30;50;13;13;13;10,5;10,5;10;10;7;4;0;0;0;0;0;0;0;0
30/12/2023;0;0;0;0;0;0;0;0;0;2,4;2,4;0;0;0;0;0;0;0;0;0;0;0;0
31/12/2023;16;27;18;16;18;27;11;11;11;16,8;16,8;12;12;13;4;0;0;0;0;0;0;0;0
01/01/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0
02/01/2024;40;0;37;0;0;81;0;0;0;48;25;0;0;0;23;38;5;0;0;0;0;0;0
03/01/2024;50;0;28;0;0;38;0;0;0;3;12;0;0;0;1;0;0;0;0;0;0;0;0
04/01/2024;8,5;0;11;0;0;7;0;0;0;9;0;0;0;0;29;48;75;0;0;0;0;0;0
05/01/2024;9;0;24;0;0;16;0;0;0;4;23;0;0;0;10;7;5;0;0;0;0;0;0
06/01/2024;15;0;13;0;0;12;0;0;0;16;25;0;0;0;32;27;22;0;0;0;0;0;0
07/01/2024;5;0;55;0;0;1;0;0;0;7;1,5;0;0;0;5;9;10;0;0;0;0;0;0
08/01/2024;0;0;5;0;0;3;0;0;0;2;0;0;0;0;1;2;2;0;0;0;0;0;0
09/01/2024;11;0;14;0;0;12;0;0;0;39;35;0;0;0;25;22;5;0;0;0;0;0;0
10/01/2024;6;0;8;0;0;6;0;0;0;7;6;0;0;0;7;9;5;0;0;0;0;0;0
11/01/2024;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024;28;0;24;0;0;12;0;0;0;11;28,5;0;0;0;29;12;2;0;0;0;0;0;0
13/01/2024;38;0;24;0;0;18,7;0;0;0;15;31;0;0;0;52;15;57;0;0;0;0;0;0
14/01/2024;2;0;3;0;0;0;0;0;0;2;2;0;0;0;1;0,7;0;0;0;0;0;0;0
15/01/2024;20;0;5;0;0;3;0;0;0;4;7,2;0;0;0;14;5;14;0;0;0;0;0;0
16/01/2024;40;0;16;0;0;22,5;0;0;0;17;12,5;0;0;0;4;5;10,5;0;0;0;0;0;0
17/01/2024;16;0;24;0;0;4,5;0;0;0;12;7,3;0;0;0;6;3;7;0;0;0;0;0;0
19/01/2024;4,5;0;5;0;0;8;0;0;0;15;2,1;0;0;0;3;0;1;0;0;0;0;0;0
20/01/2024;10;0;6,5;0;0;7;0;0;0;9;4,5;0;0;0;5;4;1,5;0;0;0;0;0;0
21/01/2024;5;0;10;0;0;4,5;0;0;0;9;3,5;0;0;0;2;3;0;0;0;0;0;0;0
23/01/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
24/01/2024;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/01/2024;0;0;0;0;0;0;0;0;0;6;4;0;0;0;12;4;1;0;0;0;0;0;0
26/01/2024;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
27/01/2024;0;0;0;0;0;8,5;0;0;0;36;57,3;0;0;0;4;4;0;0;0;0;0;0;0
28/01/2024;0;0;24;0;0;1;0;0;0;57;17;0;0;0;22;19,5;24;0;0;0;0;0;0
29/01/2024;0;0;0;0;0;0;0;0;0;1;3,8;0;0;0;3;0;1;0;0;0;0;0;0
30/01/2024;42;0;17;0;0;23,5;0;0;0;4;12,5;0;0;0;4;0,5;8;0;0;0;0;0;0
31/01/2024;5;0;5;0;0;1,5;0;0;0;3;4,5;0;0;0;4;8;4;0;0;0;0;0;0
02/02/2024;3;0;0;0;0;12;0;0;0;0;0;0;0;0;5;6;5;0;0;0;0;0;0
03/02/2024;5;0;19;0;0;0;0;0;0;17;19,5;0;0;0;5;7;8;0;0;0;0;0;0
04/02/2024;0;0;0;0;0;0;0;0;0;2;3,4;0;0;0;0;0;0;0;0;0;0;0;0
06/02/2024;6;0;7;0;0;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
07/02/2024;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
08/02/2024;11;0;5;0;0;7;0;0;0;4;9,4;0;0;0;4;3;3;0;0;0;0;0;0
09/02/2024;47;0;48;0;0;71,5;0;0;0;38;32;0;0;0;27;44;61;0;0;0;0;0;0
10/02/2024;14;0;10;0;0;7;0;0;0;10;3,5;0;0;0;0;2;0;0;0;0;0;0;0
11/02/2024;2,5;0;21;0;0;3,5;0;0;0;15;17,5;0;0;0;10;11;11;0;0;0;0;0;0
12/02/2024;3;0;21;0;0;35;0;0;0;2;3;0;0;0;26;24;19;0;0;0;0;0;0
13/02/2024;0;0;0;0;0;8,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0
14/02/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;3;5;0;0;0;0;0;0
15/02/2024;12;0;12;0;0;6;0;0;0;13;5,8;0;0;0;39,5;44;89;0;0;0;0;0;0
18/02/2024;28,5;0;53;0;0;4,5;0;0;0;10;0;0;0;0;23;0;0;0;0;0;0;0;0
19/02/2024;0;0;0;0;0;0;0;0;0;2;23;0;0;0;13,5;5;30;0;0;0;0;0;0
20/02/2024;14;0;2;0;0;7;0;0;0;52;11;0;0;0;34;19;9;0;0;0;0;0;0
21/02/2024;4;0;3;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
22/02/2024;0;0;0;0;0;1;0;0;0;5;0;0;0;0;2,5;1;1;0;0;0;0;0;0
23/02/2024;5;0;23;0;0;37;0;0;0;20;24;0;0;0;23;37;3;0;0;0;0;0;0
24/02/2024;12;0;21;0;0;0;0;0;0;17;18,5;0;0;0;4;10;16;0;0;0;0;0;0
25/02/2024;5;0;0;0;0;0;0;0;0;1;1,3;0;0;0;1,5;0;3;0;0;0;0;0;0
26/02/2024;25;0;17;0;0;20;0;0;0;45;17,5;0;0;0;13;12;24;0;0;0;0;0;0
27/02/2024;2;0;4;0;0;5;0;0;0;15;9,5;0;0;0;4;6;6;0;0;0;0;0;0
28/02/2024;0;0;0;0;0;1;0;0;0;0;1;0;0;0;9;1;4;0;0;0;0;0;0
29/02/2024;0;0;9,5;0;0;29;0;0;0;0;0;0;0;0;22;4;3;0;0;0;0;0;0
01/03/2024;2;0;3;0;0;0;0;0;0;1;6;0;0;0;3;0;1;0;0;0;0;0;0
03/03/2024;0;0;4,5;0;0;0;0;0;0;7,5;9;0;0;0;1;1;0;0;0;0;0;0;0
04/03/2024;4;0;3,5;0;0;0;0;0;0;0;3;0;0;0;0,5;0;0;0;0;0;0;0;0
05/03/2024;6;0;1;0;0;0;0;0;0;0;7,5;0;0;0;15,5;16;16;0;0;0;0;0;0
06/03/2024;39;0;64;0;0;11;0;0;0;59;41;0;0;0;19,5;13;38;0;0;0;0;0;0
07/03/2024;0;0;0;0;0;1;0;0;0;0;55;0;0;0;2;4;6;0;0;0;0;0;0
08/03/2024;114;0;64;0;0;103;0;0;0;62;0;0;0;0;80,5;81;72;0;0;0;0;0;0
09/03/2024;19;0;13;0;0;17;0;0;0;15;9,8;0;0;0;7;10;7;0;0;0;0;0;0
10/03/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0;0;0;0;0
11/03/2024;1;0;20;0;0;34;0;0;0;0,5;4,5;0;0;0;1;0;0;0;0;0;0;0;0
12/03/2024;3;0;2;0;0;2,5;0;0;0;3;1;0;0;0;0,5;0;1;0;0;0;0;0;0
18/03/2024;4;0;0;0;0;0;0;0;0;1;1,6;0;0;0;0;0;0;0;0;0;0;0;0
20/03/2024;10;0;13;0;0;30;0;0;0;2;8;0;0;0;1;3,5;10;0;0;0;0;0;0
21/03/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,5;3;0;0;0;0;0;0
22/03/2024;0;0;2;0;0;0;0;0;0;6;0;0;0;0;16;17;7;0;0;0;0;0;0
23/03/2024;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3,5;2;0;0;0;0;0;0
24/03/2024;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0
25/03/2024;30;13,5;11;2,5;4;0;6;0;10;10;23;7,5;14;5;1,5;16,5;9;0;0;0;0;0;0
26/03/2024;2;3;3;2,2;2;10;8;0;5;10;11,5;10;0;0;4,5;8;11;0;0;0;0;0;0
27/03/2024;75;87;95;8,7;45;37;31;0;60;26;34,5;27;23;8;14;15;16;0;0;0;0;0;0
28/03/2024;0;2;11;0;0;30;21;0;24;31;6;9;17;5;20,5;24;39;0;0;0;0;0;0
29/03/2024;0;0;0;0;6;0;0;0;0;0;0;0;0;1,5;1;0;0;0;0;0;0;0;0
30/03/2024;0;1;9;0;3;0;1;0;25;13;0;17;17;5;20;7;5;0;0;0;0;0;0
31/03/2024;0;0;0;0;1;0;1;0;13;0;17,5;3;0;2;3,5;17;26;0;0;0;0;0;0
01/04/2024;8;12;15;12;4;16,5;21;0;20;27;21,4;33;32;18;15;12;19;0;0;0;0;0;0
02/04/2024;0;0;0;0;1;0;0;0;0;0;7,5;0;0;0;2;1;1;0;0;0;0;0;0
03/04/2024;17;11;0;0;2;0;0;0;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0
04/04/2024;25;38,5;37;11;31;32;41;0;37;42;44,5;34;64;46;58;112;41;0;0;0;0;0;0
05/04/2024;0;1;8;0;2;0;2;0;9;11;13;4;12,5;18;12,5;19;22;0;0;0;0;0;0
06/04/2024;55;46;61;64;61;86;57;0;55;39;55;39,5;38,5;16;21,5;19;18;0;0;0;0;0;0
07/04/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/04/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/04/2024;0;0;0;0;0;0;0;0;0;3;0;3,4;0;5;5,5;6;2;0;0;0;0;0;0
10/04/2024;8;9;34;8;17;7;13;0;25;12;0;15,5;11,5;4,5;3;13;17;0;0;0;0;0;0
11/04/2024;0;1,5;2;1;3;2;3;0;15;20;1,5;16,5;2,5;3;4;3,5;4;0;0;0;0;0;0
12/04/2024;26;34;73;27;55;58;33;0;52;94;44,5;61,5;84,5;25;59,5;43;50;0;0;0;0;0;0
13/04/2024;12;0;0;1,5;1;0;0;0;5;2;29;2,5;0;1;0;0;2;0;0;0;0;0;0
14/04/2024;18;23,5;59;24;23;32;38;0;32;51;37;28,5;36;27,5;29,5;24;53;0;0;0;0;0;0
15/04/2024;33;5;4;7;6;3;2;0;12;24;48;31,5;68;55;69,5;51;47;0;0;0;0;0;0
16/04/2024;5;13,5;59;11;27;13;17;0;14;23;40,5;35,5;37;30;32;42;42;0;0;0;0;0;0
17/04/2024;22;42;40;21;21;9;8;0;19;14;15,4;17,5;37;37,5;31;29;20;0;0;0;0;0;0
18/04/2024;0;0,5;5;10;5;3;1;0;1;25;0;5;0;4;6,5;7,5;41;0;0;0;0;0;0
19/04/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/04/2024;1;4,5;3;3;4;30;36;0;16;40;6,6;36;0;9;29;11;16;0;0;0;0;0;0
21/04/2024;7;2,5;3;2;2;3;5;0;10;4;3,7;3,5;3,5;4,5;5;6;15;0;0;0;0;0;0
22/04/2024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/04/2024;48;52;37;37;42;58;30;0;48;15;8,5;3;1,6;2;1;4,5;4;0;0;0;0;0;0
24/04/2024;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
25/04/2024;39;25;54;36;17;34,5;37;0;8;16;28;18;16,9;21,5;17;36;42;0;0;0;0;0;0
26/04/2024;0;0;7;4;7;0;1,5;0;6;2;0;0;3,1;4;3;3;1;0;0;0;0;0;0
27/04/2024;66;48;42;43;48;46;28;0;43;43;44,5;75;46;45,5;44,5;51;22;0;0;0;0;0;0
28/04/2024;20;4;4;2;35;0;3;0;4;5;0;15;23,2;6,5;10;7;9;0;0;0;0;0;0
29/04/2024;5;1,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/04/2024;7;9;0;1;7;10;6,5;0;0;0;0;0,5;0;0;1;0;0;0;0;0;0;0;0
01/05/2024;8;12;15;10;4;15;24;0;27;40;23,5;29,5;18;9;24,5;34;21;0;0;0;0;0;0
02/05/2024;9;1,5;0;0;7;2;1;0;2;3;2;67;18,5;10,5;11;9;15;0;0;0;0;0;0
03/05/2024;5;5;6;3;6;7;19,5;0;7;5;3;2,5;2;3;3;2,5;5;0;0;0;0;0;0
04/05/2024;21;34;58;27;26;22,5;23;0;15;35;17,5;45;16,6;44;29;36;42;0;0;0;0;0;0
05/05/2024;16;15;27;19,5;11;20,5;28;0;27;15;32;16;12;14;15,5;12;7;0;0;0;0;0;0
06/05/2024;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/05/2024;5;6;6;8;4;2;4;0;6;9;2;9,5;0;6;5;7;4;0;0;0;0;0;0
09/05/2024;2;4,5;16;22;2;0;2,5;0;12;12;0;2;1,8;2;0,5;6;7;0;0;0;0;0;0
11/05/2024;0;0,5;0;2;5;0;1;0;1;1;0;5;2;6;5,5;5,5;6,5;0;0;0;0;0;0
12/05/2024;0;0;0;0;0;0;0;0;1;0;0;1;2,5;6;8;4;8;0;0;0;0;0;0
13/05/2024;4;7;7;1,5;5;6;5;0;4;5;4,1;12;1;2;1,5;5;3,5;0;0;0;0;0;0
14/05/2024;18;46;35;37;7;22,5;22;0;30;42;49,5;12,5;33,5;12;18,5;17;56;0;0;0;0;0;0
17/05/2024;40;1,5;4;2;5;11;8;0;6;29;31,5;57,5;78;101;97;102;72;0;0;0;0;0;0
18/05/2024;13;2;10;2;5;1;2;0;15;9;11;22;6;13,5;10,5;8,5;12;0;0;0;0;0;0
19/05/2024;4;2;4;2,5;4;8;6,5;0;3;2;3;7,5;4;8,5;11,5;5;5;0;0;0;0;0;0
20/05/2024;0;0;1;0;0;0;0;0;2;0;1,4;0;0;0;0;0;0;0;0;0;0;0;0
